Anschluss_(Soziologie);Soziologische_Systemtheorie
Astronomie;Wissenschaftliches_Fachgebiet
Arthur_Wellesley,_1._Duke_of_Wellington;Duke_of_Wellington;Britischer_Premierminister;Außenminister_(Vereinigtes_Königreich);Innenminister_(Vereinigtes_Königreich);Abgeordneter_des_Irish_House_of_Commons;Abgeordneter_des_House_of_Commons_(Vereinigtes_Königreich);Politiker_(18._Jahrhundert);Politiker_(19._Jahrhundert);Mitglied_des_House_of_Lords;Feldmarschall_(Vereinigtes_Königreich);Generalfeldmarschall_(Preußen);Person_in_den_Koalitionskriegen_(Vereinigtes_Königreich);Britischer_Botschafter_in_Frankreich;Lord_Warden_of_the_Cinque_Ports;Mitglied_der_Akademie_gemeinnütziger_Wissenschaften_zu_Erfurt;King’s_German_Legion;Freimaurer_(18._Jahrhundert);Freimaurer_(19._Jahrhundert);Freimaurer_(Vereinigtes_Königreich);Mitglied_der_Royal_Society;Person_(Wellington);Knight_des_Order_of_the_Garter;Knight_Grand_Cross_des_Order_of_the_Bath;Träger_des_Schwarzen_Adlerordens;Träger_des_Militär-Max-Joseph-Ordens_(Großkreuz);Träger_des_Guelphen-Ordens;Träger_des_Militär-Maria-Theresien-Ordens_(Großkreuz);Träger_des_Elefanten-Ordens;Ritter_des_Ordens_vom_Goldenen_Vlies;Träger_des_Ordens_des_Heiligen_Georg;Person_(Dublin);Brite;Geboren_1769;Gestorben_1852;Mann
Altweibersommer;Kalender;Jahreszeit;Herbst;September
Alexander_der_Große;König_(Makedonien);Alexander_der_Große;Person_(Alexanderzug);Altägyptischer_König_(Griechisch-römische_Zeit);Militärperson_(Makedonien);Geboren_356_v._Chr.;Gestorben_323_v._Chr.;Mann
Archimedes;Mathematiker_der_Antike;Erfinder;Physiker_(vor_dem_16._Jahrhundert);Strömungsmechaniker;Grieche_(Antike);Person_(Syrakus);Geboren_im_3._Jahrhundert_v._Chr.;Gestorben_212_v._Chr.;Mann
Alan_Turing;Informatiker;Logiker;Mathematischer_Logiker_(20._Jahrhundert);Theoretischer_Biologe;Kryptologe;Enigma_(Maschine);Vertreter_der_Philosophie_des_Geistes;Kognitionswissenschaftler;Geschichte_der_Homosexualität;Geschichte_der_Informatik;Mitglied_der_Royal_Society;Officer_des_Order_of_the_British_Empire;Brite;Geboren_1912;Gestorben_1954;Mann
Angelina_Jolie;Oscarpreisträger;UN-Sonderbotschafter;Golden-Globe-Preisträger;Mitglied_im_Council_on_Foreign_Relations;Person_(Los_Angeles);US-Amerikaner;Geboren_1975;Frau
Abraham_Lincoln;Präsident_der_Vereinigten_Staaten;Mitglied_des_Repräsentantenhauses_der_Vereinigten_Staaten_für_Illinois;Mitglied_des_Repräsentantenhauses_von_Illinois;Mitglied_der_United_States_Whig_Party;Mitglied_der_Republikanischen_Partei_(Vereinigte_Staaten);Person_im_Sezessionskrieg;Person_(Duell);Rechtsanwalt_(Vereinigte_Staaten);US-Amerikaner;Geboren_1809;Gestorben_1865;Mann
Aristoteles;Philosoph_(Antike);Moralphilosoph;Erkenntnistheoretiker;Logiker;Naturphilosoph;Sachbuchautor_(Physik);Sprachphilosoph;Universalgelehrter;Griechische_Philosophie;Politischer_Philosoph;Metaphysik;Zoologe;Grieche_(Antike);Geboren_384_v._Chr.;Gestorben_322_v._Chr.;Mann;Physiker_(vor_dem_16._Jahrhundert)
Astana;Stadt_republikanischer_Bedeutung_(Kasachstan);Hauptstadt_in_Asien;Sonderwirtschaftszone;Ort_in_Asien
Alicia_Silverstone;US-Amerikaner;Geboren_1976;Frau
Anna_Seghers;Anna_Seghers;Autor;Literatur_(20._Jahrhundert);Literatur_(Deutsch);Schriftsteller_(Berlin);Roman,_Epik;Emigrant_aus_dem_Deutschen_Reich_zur_Zeit_des_Nationalsozialismus;Exilliteratur;Bewegung_Freies_Deutschland;KPD-Mitglied;Träger_des_Nationalpreises_der_DDR_I._Klasse_für_Kunst_und_Literatur;Träger_des_Karl-Marx-Ordens;Träger_des_Vaterländischen_Verdienstordens_in_Gold;Träger_des_Sterns_der_Völkerfreundschaft;Ehrenbürger_von_Berlin;Ehrenbürger_von_Mainz;Ehrenbürger_der_Johannes_Gutenberg-Universität_Mainz;Mitglied_des_Heinrich-Heine-Klubs;Mitglied_der_Akademie_der_Künste_(DDR);Pseudonym;Deutscher;Geboren_1900;Gestorben_1983;Frau;NS-Opfer
Anne_Haigis;Popsänger;Deutscher_Musiker;Geboren_1955;Frau
Arbeitskampf;Arbeitskampf
Gesetze_und_Recht;Rechtssprache;Liste_(Abkürzungen)
Aussperrung;Kollektives_Arbeitsrecht_(Deutschland);Arbeitskampf;Arbeitsrecht_(Schweiz)
Aikidō;Aikidō;Kampfkunst_(Japan);Kampfkunststil
Aleister_Crowley;Freimaurer_(19._Jahrhundert);Freimaurer_(20._Jahrhundert);Freimaurer_(England);Okkultist;Rosenkreuzer;Zauberer;Tarot;Thelema;Autor_(Esoterik);Bergsteiger_(Vereinigtes_Königreich);Schachkomponist;Engländer;Brite;Geboren_1875;Gestorben_1947;Mann;Person_des_Neopaganismus
Afghanistan;Afghanistan;Least_Developed_Country;Islamische_Republik;Binnenstaat;Mitgliedstaat_der_Vereinten_Nationen
Asien;Kontinent;Eurasien
Alexandria;Ort_in_Afrika;Ort_mit_Seehafen;Archäologischer_Fundplatz_in_Ägypten;Ort_in_der_Bibel;Hellenistische_Stadt;Alexandria;Millionenstadt;Hauptort_eines_Gouvernements_(Ägypten)
Atheismus;Atheismus;Religionsphilosophie
Al-Biruni;Kartograf_(Mittelalter);Astronom_(Blütezeit_des_Islam);Astrologe;Übersetzer;Choresmien;Iranistik;Perser;Geboren_973;Gestorben_1048;Mann
Angela_Merkel;Bundeskanzler_(Deutschland);Amtierender_Regierungschef;Umweltminister_(Bundesrepublik_Deutschland);Generalsekretär_der_CDU;Bundestagsabgeordneter_(Mecklenburg-Vorpommern);Vorsitzender_der_CDU/CSU-Bundestagsfraktion;CDU-Bundesvorstand;DA-Mitglied;Politiker_(20._Jahrhundert);Politiker_(21._Jahrhundert);Träger_des_Verdienstordens_der_Italienischen_Republik_(Großkreuz);Träger_des_Ordens_El_Sol_del_Perú_(Collane);Träger_des_Ordens_des_Infanten_Dom_Henrique_(Großkreuz);Träger_der_Presidential_Medal_of_Freedom;Träger_des_Bundesverdienstkreuzes_(Großkreuz);Träger_des_norwegischen_Verdienstordens_(Großkreuz);Karlspreisträger;Ehrendoktor_der_Hebräischen_Universität_Jerusalem;Ehrendoktor_der_TH_Breslau;Ehrendoktor_der_Universität_Leipzig;Ehrendoktor_der_Universität_Bern;Ehrendoktor_der_Universität_Tel_Aviv;Ehrendoktor_der_Babeș-Bolyai-Universität_Cluj;Ehrendoktor_einer_Universität_in_Südkorea;Ehrendoktor_der_Angel-Kantschev-Universität_Russe;Ehrendoktor_einer_Universität_in_den_Vereinigten_Staaten;DDR-Bürger;Deutscher;Geboren_1954;Frau
Arvo_Pärt;Komponist_(Kirchenmusik);Estnischer_Komponist;Träger_des_Ordens_des_Staatswappens_(I._Klasse);Träger_des_österreichischen_Ehrenkreuzes_für_Wissenschaft_und_Kunst_I._Klasse;Ehrendoktor_der_Universität_Tartu;Este;Geboren_1935;Mann
Ankara;Ankara;Millionenstadt;Träger_des_Europapreises
Atonale_Musik;Neue_Musik
Atlantischer_Ozean;Ozean
Aemilianus_(Kaiser);Geboren_im_3._Jahrhundert;Gestorben_253;Mann;Herrscher_(3._Jahrhundert)
Aurelian;Militärperson_(Römische_Kaiserzeit);Christenverfolger;Herrscher_(3._Jahrhundert);Geboren_214;Gestorben_275;Mann
Andrei_Dmitrijewitsch_Linde;Astronom_(21._Jahrhundert);Physiker_(20._Jahrhundert);Hochschullehrer_(Stanford);Hochschullehrer_(Moskau);Mitglied_der_National_Academy_of_Sciences_der_Vereinigten_Staaten;Russe;Geboren_1948;Mann
Architektur_(Informatik);Softwarearchitektur;Rechnerarchitektur
Arthur_Schopenhauer;Philosoph_(19._Jahrhundert);Moralphilosoph;Kantianer;Autor;Hochschullehrer_(Humboldt-Universität_zu_Berlin);Schriftsteller_(Frankfurt_am_Main);Sprachkritik;Aphorismus;Literatur_(Neulatein);Deutscher;Person_(Königlich-Preußen);Vertreter_des_Atheismus;Geboren_1788;Gestorben_1860;Mann;Person_(Danzig)
Ergotismus;Medizingeschichte;Hexenverfolgung
Augustus;Konsul_(Römische_Republik);Zensor;Augur;Julier;Octavier;Römischer_Mäzen;Geboren_63_v._Chr.;Gestorben_14;Mann;Augustus;Herrscher_(1._Jahrhundert)
August;August
Ampelkoalition;Parteienkoalition_(Deutschland);Kabinett_mit_SPD-Beteiligung;Kabinett_mit_FDP-Beteiligung;Kabinett_mit_Beteiligung_von_Bündnis_90/Die_Grünen;Politik_(Österreich);Sozialdemokratische_Partei_Österreichs;Politik_(Vereinigtes_Königreich);Labour_Party;Liberal_Democrats;Bündnis_Zukunft_Österreich;Parteienkoalition
Archimedisches_Prinzip;Archimedes
April;April
Arbeitsspeicher;Digitales_Speichermedium;Rechnerarchitektur
Arcadius;Kaiser_(Byzanz);Theodosianische_Dynastie;Geboren_im_4._Jahrhundert;Gestorben_408;Mann
Avitus;Bischof_(5._Jahrhundert);Galloromane;Kaiser_(Rom);Geboren_im_4._Jahrhundert;Gestorben_457;Mann
Agatha_Christie;Literatur_(20._Jahrhundert);Literatur_(Englisch);Kriminalliteratur;Autor;Roman,_Epik;Erzählung;Drama;Autobiografie;Hercule_Poirot;Miss_Marple;Dame_Commander_des_Order_of_the_British_Empire;Brite;Geboren_1890;Gestorben_1976;Frau
Absoluter_Nullpunkt;Schwellenwert_(Temperatur)
Apple;Hardwarehersteller_(Vereinigte_Staaten);Softwarehersteller_(Vereinigte_Staaten);Audiotechnikhersteller;Unternehmen_(Silicon_Valley);Markenname;Unternehmen_im_NASDAQ-100;Aktiengesellschaft_(Vereinigte_Staaten);Bürogerätehersteller;Cupertino;Gegründet_1976
Alfred_Nobel;Chemiker_(19._Jahrhundert);Erfinder;Unternehmer_(19._Jahrhundert);Industrieller;Unternehmer_(Schweden);Person_(Nobelpreis);Mäzen;Mitglied_der_Königlich_Schwedischen_Akademie_der_Wissenschaften;Geboren_1833;Gestorben_1896;Mann
Adam_Ries;Rechenmeister;Person_(Annaberg-Buchholz);Deutscher;Geboren_im_15._Jahrhundert;Gestorben_1559;Mann
Adler_(Lokomotive);Triebfahrzeug_(Deutsche_Privatbahnen);Nürnberger_Geschichte;Verkehr_(Fürth);Verkehr_(Nürnberg)
Apollo-Programm;NASA;Erdmond;Artikel_mit_Video
Archaeopteryx;Fossiler_Vogel;Theropoda;Theropoden;Aves
Algerien;Staat_in_Afrika;Mitgliedstaat_der_Vereinten_Nationen
Adolf_Hitler;Reichskanzler_(Deutsches_Reich);Reichspräsident_(Deutschland);DAP-Mitglied;NSDAP-Mitglied;Teilnehmer_am_Hitlerputsch;Person_des_Antisemitismus;Täter_des_Holocaust;Porajmos_(Akteur);Person_(Aktion_T4);Reichstagsabgeordneter_(Weimarer_Republik);Reichstagsabgeordneter_(Deutsches_Reich_1933–1945);Politiker_(Weimarer_Republik);Politiker_(Deutsches_Reich_1933–1945);Parteivorsitzender_(Deutschland);Militärperson_im_Nationalsozialismus;Oberbefehlshaber_des_Heeres_(Heer_der_Wehrmacht);Österreichische_Geschichte;Person_(Braunau_am_Inn);Autor_(Antisemitismus);Österreicher;Staatenloser;Deutscher;Geboren_1889;Gestorben_1945;Mann
Antonym;Semantik;Rhetorischer_Begriff
Aktualismus_(Geologie);Historische_Geologie
Astronomische_Einheit;Längeneinheit
Analysis;Teilgebiet_der_Mathematik
Anders_Celsius;Physiker_(18._Jahrhundert);Hochschullehrer_(Universität_Uppsala);Mitglied_der_Königlich_Schwedischen_Akademie_der_Wissenschaften;Schwede;Geboren_1701;Gestorben_1744;Mann;Mitglied_der_Leopoldina_(18._Jahrhundert);Mitglied_der_Königlichen_Gesellschaft_der_Wissenschaften_in_Uppsala
Annette_von_Droste-Hülshoff;Annette_von_Droste-Hülshoff;Freiherr_(Droste_zu_Hülshoff);Autor;Biedermeier_(Literatur);Literatur_(19._Jahrhundert);Literatur_(Deutsch);Lyrik;Novelle;Komponist;Person_(Münster,_Westfalen);Person_(Meersburg);Deutscher;Geboren_1797;Gestorben_1848;Frau;Westfälische_Kunst
Adzukibohne;Fruchtgemüse;Bohne
Albrecht_(Preußen);Hochmeister_des_Deutschen_Ordens;Person_des_evangelischen_Namenkalenders;Autor;Literatur_(16._Jahrhundert);Literatur_(Deutsch);Kirchenlieddichter;Hohenzoller_(Linie_Brandenburg-Ansbach-Kulmbach);Geboren_1490;Gestorben_1568;Mann
Augenbohne;Fruchtgemüse;Bohne
Alexander_Fleming;Mediziner_(20._Jahrhundert);Erfinder;Pharmakologe;Freimaurer_(Vereinigtes_Königreich);Freimaurer_(19._Jahrhundert);Freimaurer_(20._Jahrhundert);Nobelpreisträger_für_Medizin;Knight_Bachelor;Mitglied_der_Päpstlichen_Akademie_der_Wissenschaften;Mitglied_der_Royal_Society;Mitglied_der_Ehrenlegion_(Kommandeur);Mitglied_der_Königlich_Niederländischen_Akademie_der_Wissenschaften;Ehrendoktor_der_Universität_Graz;Schotte;Brite;Geboren_1881;Gestorben_1955;Mann
Andine_Knollenbohne;Fruchtgemüse;Wurzelgemüse;Bohne
Afrikanische_Yambohne;Nutzpflanze;Zierpflanze
André-Marie_Ampère;Physiker_(19._Jahrhundert);Persönlichkeit_der_Elektrotechnik;Hochschullehrer_(Collège_de_France);Hochschullehrer_(École_polytechnique);Mitglied_der_Königlich_Schwedischen_Akademie_der_Wissenschaften;Auswärtiges_Mitglied_der_Royal_Society;Person_(Lyon);Franzose;Geboren_1775;Gestorben_1836;Mann
Admiral;Admiralsdienstgrad;Dienstgrad_(Nationale_Volksarmee);Admiral_(Österreich-Ungarn)
Ammoniak;Stickstoffverbindung;Wasserstoffverbindung;Kühlmittel
Apollo_11;NASA;Raumfahrtmission_1969;Artikel_mit_Video
Germania_(Tacitus);Literatur_(Latein);Literatur_(1._Jahrhundert);Antikes_Geschichtswerk
Akkad;Akkad;Antike_mesopotamische_Stadt;Reich_von_Akkade
Allergie;Immunologie
Aminosäuren;Aminosäure;Biomonomer;Stoffgruppe;Proteinstruktur
Apulien;Italienische_Region;Weinbau_in_Italien
Akkadische_Sprache;Tote_Sprache;Semitische_Sprachen;Reich_von_Akkade;Sprache_des_Alten_Orients
Aldi;Unternehmen_(Essen);Unternehmen_(Mülheim_an_der_Ruhr);Abkürzung;Gegründet_1913
Albany_(New_York);County_Seat_in_New_York
Almaty;Stadt_republikanischer_Bedeutung_(Kasachstan);Millionenstadt;Ehemalige_Hauptstadt_(Kasachstan);Ort_in_Asien
Altersbestimmung_(Archäologie);Archäologische_Forschungsmethode;Geochronologie
Atomhülle;Physikalische_Chemie;Chemische_Bindung
Alexandre_Dumas_der_Jüngere;Autor;Literatur_(19._Jahrhundert);Literatur_(Französisch);Drama;Roman,_Epik;Mitglied_der_Académie_française;Mitglied_der_Ehrenlegion_(Großoffizier);Alexandre_Dumas_der_Ältere;Franzose;Geboren_1824;Gestorben_1895;Mann
Auge;Neurobiologie;Auge
Afrikanische_Sprachen;Sprachsituation_einzelner_Gebiete
Liste_der_Minerale;Liste_(Geologie);Liste
Adrenalin;Benzylalkohol;Hormon;Neurotransmitter;Arzneistoff;Nebenniere;Stress
Département_Alpes-Maritimes;Département_Alpes-Maritimes;Verwaltungsgliederung_(Provence-Alpes-Côte_d’Azur)
Amphore;Archäologische_Fundgattung;Griechische_Vasenform;Römische_Keramik
Afroasiatische_Sprachen;Afroasiatische_Sprachen
Arterie;Histologie_der_Kreislauforgane
Astronomisches_Objekt;Astrophysik;Liste_(Astronomie)
Antigen;Immunologie
Atharvaveda;Hinduismus;Literatur_(Vedisch)
Ada_Lovelace;Informatiker;Erfinder;Geschichte_der_Informatik;George_Gordon_Byron;Charles_Babbage;Engländer;Brite;Geboren_1815;Gestorben_1852;Frau
Anomie;Soziale_Norm
Assoziativgesetz;Arithmetik;Mathematischer_Grundbegriff
Anatomie;Menschlicher_Körper;Medizinisches_Fachgebiet
Amulett;Amulett
Triumphbogen_(Paris);Monument_historique_im_8._Arrondissement_(Paris);Triumphbogen;Erbaut_in_den_1830er_Jahren
Ariel_Scharon;Außenminister_(Israel);Innenminister_(Israel);Kommunikationsminister_(Israel);Verteidigungsminister_(Israel);Landwirtschaftsminister_(Israel);Gesundheitsminister_(Israel);Einwandererminister_(Israel);Wohnungsbauminister_(Israel);Religionsminister_(Israel);Wohlfahrtsminister_(Israel);Verkehrsminister_(Israel);Knesset-Abgeordneter;Militärperson_(Israel);Kadima-Mitglied;Person_im_Nahostkonflikt;Person_(Hagana);Ehrendoktor_der_Bar-Ilan-Universität,_Ramat_Gan;Fallschirmjäger;Israeli;Geboren_1928;Gestorben_2014;Mann
Abteilung_(Biologie);Taxonomie
Andreas_Vesalius;Mediziner_(16._Jahrhundert);Hochschullehrer_(Padua);Geboren_1514;Gestorben_1564;Mann
Ascorbinsäure;Arzneistoff;Lebensmittelkonservierungsstoff;Enol;Crotonolacton;Polyol;Antioxidationsmittel;Säuerungsmittel;Organische_Säure
Awk;Programmiersprache;Abkürzung;Linux-Software
Aorta;Arterie_der_Bauchhöhle;Anatomie_des_Herzens;Aorta
Art_(Biologie);Evolution;Taxonomie
Anaerobie;Ökologische_Eigenschaft;Mikrobiologie
Akronym;Buchstabenspiel;Wort
Algebraische_Zahl;Besondere_Zahl;Algebraische_Zahlentheorie;Körpertheorie
Amnesty_International;Menschenrechtsorganisation;Internationale_Organisation;Friedensnobelpreisträger;Organisation_(London);Organisation_mit_Österreichischem_Spendengütesiegel;Träger_des_Ordens_der_Freiheit;Gegründet_1961;Non-Profit-Organisation
Antoni_van_Leeuwenhoek;Optiker;Persönlichkeit_der_Lichtmikroskopie;Mitglied_der_Royal_Society;Niederländer;Geboren_1632;Gestorben_1723;Mann
Ambra;Stoffgemisch;Walfang;Tierprodukt;Bernstein
Albedo;Strahlung;Photometrische_Größe
Arbeitsmarkt;Arbeitsmarkt
Achim_von_Arnim;Achim_von_Arnim;Autor;Dichterjurist;Literatur_(19._Jahrhundert);Literatur_(Deutsch);Drama;Lyrik;Roman,_Epik;Volksliedsammler_und_-forscher;Deutscher;Geboren_1781;Gestorben_1831;Mann
Alessandro_Volta;Batterieentwickler;Physiker_(18._Jahrhundert);Ingenieur,_Erfinder,_Konstrukteur_(18._Jahrhundert);Träger_der_Copley_Medal;Mitglied_der_Ehrenlegion_(Ritter);Mitglied_der_Königlich_Niederländischen_Akademie_der_Wissenschaften;Italiener;Geboren_1745;Gestorben_1827;Mann
André_Gide;Nobelpreisträger_für_Literatur;Autor;Symbolismus_(Literatur);Literatur_(19._Jahrhundert);Literatur_(20._Jahrhundert);Literatur_(Französisch);Homosexualität_in_der_Literatur;Roman,_Epik;Erzählung;Novelle;Essay;Drama;Libretto;Tagebuch;Filmproduzent;Schriftsteller_(Paris);Franzose;Geboren_1869;Gestorben_1951;Mann
AutoCAD;3D-Grafiksoftware;Windows-Software;Proprietäre_Software
Aggregatzustand;Stoffeigenschaft
Argentinien;Argentinien;Präsidiale_Bundesrepublik_(Staat);Mitgliedstaat_der_Vereinten_Nationen
Arabische_Sprache;Arabische_Sprache;Orientalistik
Asparagaceae;Asparagaceae
Arecaceae;Arecaceae
Apiaceae;Apiaceae
ADTV;Abkürzung
Anita;Weiblicher_Vorname;Spanischer_Personenname;Portugiesischer_Personenname;Slawischer_Personenname
Analog-Digital-Umsetzer;Elektronische_Schaltung;Messdatenerfassung;Digitale_Signalverarbeitung
Amaranthaceae;Amaranthaceae
Anglikanische_Gemeinschaft;Christliche_Konfession;Kirchengemeinschaft
Anna;Anna_(Heilige);Biblischer_Personenname
Auschwitz-Erlass;Rechtsquelle_(Zeit_des_Nationalsozialismus);Rassismus_im_Nationalsozialismus;Porajmos;KZ_Auschwitz;Heinrich_Himmler;1942
Adam_und_Eva;Biblisches_Thema;Koran;Adam_und_Eva;Person_des_evangelischen_Namenkalenders
Artemisia_(Pflanze);Artemisia;Artemis
Ase;Germanische_Gottheit;Gruppe_von_Gottheiten
Anaximander;Astronom_der_Antike;Person_(Milet);Grieche_(Antike);Geboren_im_7._Jahrhundert_v._Chr.;Gestorben_im_6._Jahrhundert;Mann
Aššur-nâṣir-apli_II.;Geboren_im_10._Jahrhundert_v._Chr.;Gestorben_im_9._Jahrhundert_v._Chr.;Mann
Altes_Reich;3._Jahrtausend_v._Chr.
Andreas;Griechischer_Personenname;Familienname
Ares;Ares;Griechische_Gottheit;Kriegsgottheit;Männliche_Gottheit
Anatexis;Petrologie
Aggregat_4;Kurzstreckenrakete;Boden-Boden-Rakete;Raketentyp;Militärtechnik_(Zweiter_Weltkrieg);V-Waffen-Programm
Austria;Österreichische_Auszeichnung;Choronym
Asta_Nielsen;Däne;Geboren_1881;Gestorben_1972;Frau;Stummfilmschauspieler
Amtliches_Verzeichnis_der_Ortsnetzkennzahlen;Deutsche_Bundespost_Telekom;Deutsche_Telekom;Fernmeldetechnisches_Zentralamt;Öffentliche_Verwaltung_(Deutschland)
Akrostichon;Literarischer_Begriff
Aktiva;Bilanzrecht;Vermögensrechnung_(VGR)
Axiom;Erkenntnistheorie;Logik
Abu_Nidal;Attentäter;Person_im_Nahostkonflikt;Palästinenser;Inoffizieller_Mitarbeiter_des_Ministeriums_für_Staatssicherheit;Geboren_1937;Gestorben_2002;Mann
Ada_(Programmiersprache);MIL-STD
Alexander_Graham_Bell;Unternehmer_(Elektrotechnik);Gehörlosigkeit;Eugeniker;National_Geographic_Society;Mitglied_der_Leopoldina_(19._Jahrhundert);Brite;Geboren_1847;Gestorben_1922;Mann
Autobahn;Autobahntyp;Straßenbaugeschichte
Autismus;Behinderungsart;Psychische_Störung;Kinder-_und_Jugendpsychiatrie;Krankheitsbild_in_Phoniatrie_und_Pädaudiologie
Angola;Least_Developed_Country;Staat_in_Afrika;Präsidialrepublik_(Staat);Mitgliedstaat_der_Vereinten_Nationen
Almandin;Schmuckstein;Kubisches_Kristallsystem;Silicate_und_Germanate;Eisenmineral;Aluminiummineral;Siliciummineral
Attac;Abkürzung;Gegründet_1998;Organisation_(Paris);Attac
Brainstorming;Kreativitätstechnik
Benchmarking_in_der_Betriebswirtschaft;Management;Planung_und_Organisation
Absinth;Ritual;Val-de-Travers_NE
Biologie;Wissenschaftliches_Fachgebiet;Leben
Beruf;Beruf
Bruce_Willis;US-Amerikaner;Popsänger;Emmy-Preisträger;Golden-Globe-Preisträger;Träger_des_Ordre_des_Arts_et_des_Lettres_(Offizier);Person_(Hunsrück);Naheländische_Musikkultur;Geboren_1955;Mann
Richard_Buckminster_Fuller;Designer;Autor;Literatur_(20._Jahrhundert);Literatur_(Englisch);Literatur_(Vereinigte_Staaten);Sachliteratur;Tagebuch;Hochschullehrer_(Southern_Illinois_University_Carbondale);Mitglied_der_American_Academy_of_Arts_and_Sciences;Träger_der_Presidential_Medal_of_Freedom;US-Amerikaner;Geboren_1895;Gestorben_1983;Mann
Betriebssystem;Betriebssystem;Systemsoftware
Liste_von_Videofachbegriffen;Liste_(Informatik);Liste_(Fachsprache)
Barry_Levinson;Drehbuchautor;Oscarpreisträger;US-Amerikaner;Geboren_1942;Mann
Bernardo_Bertolucci;Drehbuchautor;PCI-Mitglied;Oscarpreisträger;Golden-Globe-Preisträger;Träger_des_Verdienstordens_der_Italienischen_Republik_(Großoffizier);Person_(Parma);Italiener;Geboren_1940;Mann
Internationale_Filmfestspiele_Berlin;Berlinale;Filmfestival_in_Berlin;Träger_des_Berliner_Kunstpreises
Bundesbeauftragter_für_die_Stasi-Unterlagen;Organisation_(Berlin);Bundesbehörde_(Deutschland);Staatssicherheit_(DDR);Deutsche_Wiedervereinigung;Gegründet_1990;Aufarbeitung_der_SED-Diktatur
Barn;Flächeneinheit;Gesetzliche_Einheit_in_der_EU;Gesetzliche_Einheit_in_der_Schweiz
